,Gender_Male,Gender_Other,Marital Status_Married,Marital Status_Single,Job Role_Developer,Job Role_Manager,Job Role_Sales,Department_IT,Department_Marketing,Department_Sales,Work Location_On-site,Work Location_Remote,Age,Education Level,Tenure,Salary,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Work_Stress,Dissatisfaction,Stagnation_Flag,Projects_Per_Year,Salary_Performance_Ratio,Commute_Burden,Overwork_Flag
7409,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,2.0,14.0,106031.0,4.0,26.0,36.0,0.0,3.0,0.8,1.0,157.0,17.0,36.0,9.9,0.056962025316455694,0.2099999999999999,1,1.7333333333333334,2.650775,61.199999999999996,0
7491,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,3.0,9.0,148506.0,1.0,24.0,41.0,0.0,4.0,0.35,1.0,245.0,17.0,24.0,6.1,0.04878048780487805,1.04,1,2.4,14.8506,40.8,0
5426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,1.0,14.0,88624.0,3.0,40.0,86.0,0.0,29.0,0.36,3.0,289.0,2.0,4.0,9.4,0.1,0.7,1,2.6666666666666665,2.9541333333333335,0.8,0
2070,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1.0,7.0,74943.0,2.0,43.0,93.0,0.0,6.0,0.48,3.0,178.0,18.0,37.0,9.5,0.0335195530726257,0.5700000000000001,1,5.375,3.74715,66.60000000000001,0
7108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,5.0,72643.0,5.0,11.0,62.0,0.0,36.0,0.01,1.0,278.0,4.0,26.0,3.6,0.3870967741935484,1.63,0,1.8333333333333333,1.45286,10.4,1
3053,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,1.0,13.0,48252.0,4.0,19.0,22.0,0.0,21.0,0.84,1.0,256.0,15.0,48.0,4.5,0.24513618677042803,0.7100000000000001,1,1.3571428571428572,1.2063,72.0,0
7870,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,2.0,1.0,99876.0,3.0,14.0,9.0,0.0,37.0,0.26,0.0,224.0,10.0,35.0,7.0,0.6577777777777778,1.04,0,7.0,3.3292,35.0,0
6409,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,2.0,6.0,118308.0,3.0,48.0,65.0,0.0,24.0,0.51,1.0,178.0,17.0,44.0,6.9,0.4022346368715084,0.7999999999999999,1,6.857142857142857,3.9436,74.8,0
718,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,2.0,10.0,115659.0,4.0,46.0,24.0,0.0,3.0,0.48,0.0,298.0,12.0,29.0,8.0,0.04013377926421405,0.72,1,4.181818181818182,2.891475,34.8,0
8069,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32.0,0.0,2.0,123448.0,4.0,48.0,65.0,0.0,33.0,0.85,1.0,241.0,11.0,3.0,9.9,0.40909090909090906,0.15999999999999998,0,16.0,3.0862,3.3000000000000003,0
5611,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,0.0,14.0,92812.0,5.0,47.0,55.0,0.0,25.0,0.17,3.0,193.0,3.0,42.0,2.5,0.12886597938144329,1.58,1,3.1333333333333333,1.85624,12.6,0
5337,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,1.0,8.0,111501.0,2.0,18.0,25.0,0.0,49.0,0.88,1.0,187.0,11.0,31.0,8.1,0.7819148936170213,0.31000000000000005,1,2.0,5.57505,34.1,0
3760,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,2.0,14.0,139652.0,3.0,14.0,4.0,0.0,36.0,0.67,1.0,244.0,17.0,44.0,5.3,0.4408163265306123,0.8,1,0.9333333333333333,4.6550666666666665,74.8,0
6439,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,1.0,13.0,50812.0,1.0,24.0,47.0,1.0,43.0,0.38,0.0,253.0,11.0,8.0,2.8,0.6771653543307087,1.3399999999999999,0,1.7142857142857142,5.0812,8.8,1
9922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,1.0,2.0,70183.0,2.0,37.0,21.0,0.0,24.0,0.76,0.0,281.0,9.0,28.0,5.1,0.3404255319148936,0.73,0,12.333333333333334,3.50915,25.2,0
8212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,3.0,10.0,129334.0,3.0,7.0,5.0,0.0,36.0,0.12,0.0,206.0,3.0,7.0,3.8,0.6956521739130435,1.5,1,0.6363636363636364,4.311133333333333,2.1,0
4241,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,2.0,9.0,78059.0,2.0,19.0,88.0,0.0,47.0,0.53,0.0,205.0,3.0,33.0,3.5,0.912621359223301,1.12,1,1.9,3.90295,9.9,0
456,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,56.0,0.0,2.0,81706.0,5.0,24.0,20.0,0.0,12.0,0.04,1.0,267.0,12.0,49.0,8.8,0.13432835820895522,1.0799999999999998,0,8.0,1.63412,58.8,0
3789,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,57.0,0.0,0.0,115506.0,2.0,42.0,62.0,0.0,42.0,0.42,0.0,271.0,7.0,21.0,1.2,0.6176470588235294,1.4600000000000002,0,42.0,5.7753,14.7,1
6853,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,1.0,7.0,41022.0,4.0,44.0,4.0,0.0,26.0,0.26,3.0,167.0,0.0,42.0,3.1,0.15476190476190477,1.4300000000000002,1,5.5,1.02555,0.0,0
1964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,54.0,1.0,10.0,61198.0,2.0,9.0,49.0,0.0,6.0,0.43,0.0,254.0,14.0,28.0,2.0,0.09411764705882353,1.37,1,0.8181818181818182,3.0599,39.199999999999996,0
1505,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,2.0,0.0,89655.0,1.0,21.0,15.0,0.0,16.0,0.74,1.0,168.0,8.0,21.0,5.4,0.28402366863905326,0.72,0,21.0,8.9655,16.8,0
4238,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,1.0,1.0,43454.0,3.0,2.0,44.0,0.0,16.0,0.6,2.0,250.0,19.0,1.0,1.3,0.12749003984063745,1.27,0,1.0,1.4484666666666666,1.9,0
1335,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,1.0,1.0,71199.0,5.0,41.0,82.0,0.0,36.0,0.12,0.0,218.0,5.0,37.0,7.4,0.6575342465753424,1.14,0,20.5,1.42398,18.5,0
7779,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,2.0,12.0,116683.0,3.0,23.0,22.0,0.0,37.0,0.52,1.0,230.0,7.0,11.0,3.2,0.48051948051948046,1.16,1,1.7692307692307692,3.8894333333333333,7.699999999999999,0
7446,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,3.0,14.0,115847.0,5.0,10.0,88.0,0.0,6.0,0.18,1.0,297.0,2.0,15.0,1.7,0.060402684563758385,1.6500000000000001,1,0.6666666666666666,2.31694,3.0,0
7378,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,1.0,4.0,44445.0,5.0,9.0,2.0,0.0,19.0,0.7,0.0,274.0,8.0,33.0,4.4,0.27636363636363637,0.86,0,1.8,0.8889,26.400000000000002,0
1449,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,1.0,5.0,92112.0,4.0,36.0,34.0,0.0,9.0,0.73,1.0,171.0,12.0,2.0,7.4,0.1569767441860465,0.53,0,6.0,2.3028,2.4,0
7117,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,1.0,11.0,136734.0,3.0,46.0,23.0,0.0,27.0,0.66,3.0,163.0,8.0,31.0,2.0,0.16463414634146342,1.1400000000000001,1,3.8333333333333335,4.5578,24.8,0
4166,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,58.0,3.0,8.0,64422.0,5.0,33.0,69.0,0.0,13.0,0.04,2.0,237.0,8.0,37.0,9.1,0.1092436974789916,1.05,1,3.6666666666666665,1.28844,29.6,0
8775,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,1.0,6.0,99168.0,1.0,0.0,22.0,0.0,32.0,0.8,3.0,241.0,1.0,12.0,9.7,0.1322314049586777,0.23000000000000004,1,0.0,9.9168,1.2000000000000002,0
3428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0.0,9.0,39243.0,1.0,3.0,48.0,0.0,8.0,0.34,1.0,279.0,0.0,11.0,8.0,0.08571428571428572,0.8599999999999999,1,0.3,3.9243,0.0,0
8216,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,1.0,13.0,116750.0,1.0,28.0,25.0,0.0,4.0,0.15,2.0,216.0,17.0,6.0,8.0,0.03686635944700461,1.05,1,2.0,11.675,10.2,0
9312,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,1.0,3.0,58673.0,5.0,46.0,92.0,0.0,21.0,0.11,1.0,182.0,1.0,46.0,4.0,0.3442622950819672,1.49,0,11.5,1.17346,4.6000000000000005,0
1573,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,58.0,0.0,10.0,110401.0,3.0,45.0,14.0,0.0,14.0,0.51,1.0,267.0,10.0,0.0,5.3,0.15671641791044777,0.96,1,4.090909090909091,3.6800333333333333,0.0,0
6959,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,27.0,1.0,10.0,84291.0,1.0,10.0,68.0,1.0,30.0,0.2,1.0,240.0,9.0,15.0,6.3,0.37344398340248963,1.17,0,0.9090909090909091,8.4291,13.5,0
2952,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,1.0,9.0,120511.0,3.0,35.0,18.0,0.0,7.0,0.64,1.0,171.0,8.0,27.0,2.8,0.12209302325581396,1.08,1,3.5,4.017033333333333,21.6,0
3473,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,48.0,0.0,3.0,133358.0,4.0,35.0,19.0,0.0,36.0,0.62,2.0,275.0,16.0,42.0,3.9,0.2608695652173913,0.99,0,8.75,3.33395,67.2,1
8663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,2.0,5.0,64940.0,2.0,36.0,89.0,0.0,17.0,0.72,0.0,171.0,4.0,23.0,1.1,0.3953488372093023,1.17,0,6.0,3.247,9.200000000000001,0
9790,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,39.0,1.0,4.0,100047.0,2.0,23.0,76.0,0.0,42.0,0.48,1.0,251.0,18.0,19.0,4.4,0.5,1.08,0,4.6,5.00235,34.2,1
1499,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,1.0,3.0,146464.0,1.0,36.0,85.0,0.0,48.0,0.01,1.0,277.0,11.0,4.0,8.7,0.5179856115107914,1.12,0,9.0,14.6464,4.4,1
8598,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,2.0,6.0,112044.0,4.0,31.0,52.0,0.0,6.0,0.38,1.0,223.0,15.0,10.0,8.9,0.08035714285714285,0.73,1,4.428571428571429,2.8011,15.0,0
5274,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,44.0,2.0,10.0,68060.0,4.0,45.0,47.0,0.0,9.0,0.6,2.0,227.0,19.0,3.0,1.4,0.07894736842105263,1.26,1,4.090909090909091,1.7015,5.699999999999999,0
1896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,3.0,9.0,97132.0,4.0,45.0,39.0,0.0,47.0,0.61,1.0,160.0,7.0,25.0,7.2,0.8757763975155279,0.6699999999999999,1,4.5,2.4283,17.5,0
1313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,3.0,87392.0,4.0,0.0,55.0,0.0,13.0,0.68,2.0,271.0,7.0,28.0,2.8,0.09558823529411764,1.04,0,0.0,2.1848,19.599999999999998,0
3777,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,0.0,1.0,147384.0,5.0,42.0,17.0,0.0,44.0,0.51,3.0,167.0,11.0,26.0,7.2,0.2619047619047619,0.77,0,21.0,2.94768,28.6,0
5798,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,2.0,14.0,129061.0,2.0,7.0,25.0,0.0,30.0,0.58,1.0,273.0,7.0,49.0,9.3,0.3284671532846716,0.49,1,0.4666666666666667,6.45305,34.3,0
7746,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,39.0,1.0,8.0,46734.0,4.0,4.0,72.0,0.0,3.0,0.53,2.0,222.0,1.0,19.0,3.6,0.026905829596412557,1.1099999999999999,1,0.4444444444444444,1.16835,1.9000000000000001,0
6776,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,2.0,3.0,52307.0,4.0,12.0,19.0,0.0,19.0,0.67,2.0,154.0,18.0,4.0,6.7,0.24516129032258063,0.6599999999999999,0,3.0,1.307675,7.2,0
2777,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,0.0,0.0,137611.0,2.0,23.0,64.0,0.0,29.0,0.92,1.0,161.0,7.0,16.0,1.7,0.537037037037037,0.91,0,23.0,6.88055,11.2,0
9970,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,1.0,1.0,99308.0,1.0,17.0,70.0,0.0,8.0,0.68,1.0,262.0,12.0,28.0,5.9,0.09125475285171103,0.73,0,8.5,9.9308,33.6,0
742,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,38.0,2.0,4.0,76973.0,4.0,38.0,18.0,0.0,23.0,0.21,2.0,250.0,1.0,37.0,9.0,0.18326693227091634,0.89,0,7.6,1.924325,3.7,0
3736,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,1.0,10.0,82705.0,4.0,38.0,64.0,0.0,37.0,0.76,1.0,216.0,0.0,29.0,2.1,0.511520737327189,1.03,1,3.4545454545454546,2.067625,0.0,0
7407,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,31.0,1.0,6.0,145292.0,5.0,38.0,90.0,1.0,16.0,0.8,2.0,165.0,0.0,47.0,5.1,0.1927710843373494,0.69,0,5.428571428571429,2.90584,0.0,0
9584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,2.0,2.0,117014.0,2.0,40.0,58.0,0.0,12.0,0.32,1.0,272.0,9.0,26.0,2.3,0.13186813186813187,1.45,0,13.333333333333334,5.8507,23.400000000000002,0
8899,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,2.0,6.0,97344.0,5.0,8.0,53.0,0.0,18.0,0.1,1.0,166.0,5.0,36.0,3.6,0.32335329341317365,1.54,1,1.1428571428571428,1.94688,18.0,0
2512,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,13.0,103183.0,4.0,13.0,45.0,1.0,48.0,0.33,1.0,186.0,19.0,0.0,4.6,0.770053475935829,1.21,0,0.9285714285714286,2.579575,0.0,0
4473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,1.0,8.0,140825.0,3.0,44.0,75.0,1.0,5.0,0.13,1.0,263.0,15.0,42.0,4.5,0.05681818181818182,1.42,0,4.888888888888889,4.694166666666667,63.0,0
7896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,54.0,2.0,2.0,51621.0,1.0,48.0,56.0,0.0,0.0,0.13,1.0,280.0,3.0,30.0,5.3,0.0,1.34,0,16.0,5.1621,9.0,0
2577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,2.0,9.0,47564.0,2.0,2.0,50.0,0.0,20.0,0.21,1.0,258.0,8.0,28.0,1.4,0.23166023166023164,1.65,1,0.2,2.3782,22.400000000000002,0
8924,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,11.0,134000.0,3.0,1.0,81.0,0.0,41.0,0.14,1.0,224.0,16.0,1.0,1.4,0.5466666666666666,1.72,1,0.08333333333333333,4.466666666666667,1.6,0
5898,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,28.0,1.0,3.0,68638.0,3.0,0.0,24.0,0.0,2.0,0.39,1.0,190.0,4.0,19.0,9.4,0.03141361256544503,0.6699999999999999,0,0.0,2.287933333333333,7.6000000000000005,0
4956,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,0.0,7.0,117005.0,1.0,33.0,10.0,0.0,29.0,0.76,2.0,218.0,10.0,32.0,4.8,0.2648401826484018,0.76,1,4.125,11.7005,32.0,0
5695,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,2.0,4.0,60944.0,3.0,33.0,97.0,0.0,9.0,0.56,3.0,157.0,8.0,44.0,4.6,0.056962025316455694,0.98,0,6.6,2.0314666666666668,35.2,0
465,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,2.0,10.0,115424.0,3.0,0.0,42.0,0.0,42.0,0.26,2.0,161.0,6.0,41.0,8.4,0.5185185185185185,0.8999999999999999,1,0.0,3.8474666666666666,24.599999999999998,0
4992,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,2.0,13.0,114848.0,4.0,44.0,31.0,0.0,19.0,0.17,1.0,226.0,2.0,43.0,3.9,0.2511013215859031,1.44,1,3.142857142857143,2.8712,8.6,0
5969,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,41.0,1.0,3.0,94736.0,5.0,19.0,64.0,0.0,2.0,0.36,1.0,191.0,4.0,15.0,2.7,0.03125,1.37,0,4.75,1.89472,6.0,0
7404,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,2.0,12.0,141343.0,1.0,19.0,16.0,0.0,34.0,0.13,3.0,220.0,16.0,39.0,9.0,0.15384615384615385,0.97,1,1.4615384615384615,14.1343,62.400000000000006,0
3652,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,1.0,9.0,131150.0,1.0,3.0,6.0,1.0,31.0,0.06,1.0,297.0,2.0,28.0,3.2,0.31208053691275167,1.6199999999999999,0,0.3,13.115,5.6000000000000005,1
298,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,2.0,10.0,68890.0,2.0,20.0,52.0,0.0,49.0,0.12,1.0,162.0,1.0,31.0,8.6,0.9018404907975459,1.02,1,1.8181818181818181,3.4445,3.1,0
9625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,13.0,36628.0,1.0,47.0,72.0,0.0,27.0,0.23,1.0,200.0,15.0,3.0,5.1,0.40298507462686567,1.26,1,3.357142857142857,3.6628,4.5,0
9055,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,2.0,6.0,59241.0,3.0,28.0,84.0,0.0,42.0,0.53,1.0,227.0,18.0,6.0,7.3,0.5526315789473684,0.74,1,4.0,1.9747,10.8,0
7033,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,2.0,14.0,135586.0,4.0,12.0,99.0,0.0,48.0,0.29,0.0,199.0,8.0,38.0,3.0,0.96,1.41,1,0.8,3.38965,30.400000000000002,0
3012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,1.0,1.0,30914.0,1.0,8.0,78.0,0.0,39.0,0.08,2.0,299.0,7.0,26.0,8.1,0.26,1.11,0,4.0,3.0914,18.2,1
2466,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,1.0,7.0,36867.0,1.0,25.0,83.0,0.0,38.0,0.09,1.0,234.0,3.0,25.0,2.8,0.48510638297872344,1.63,1,3.125,3.6867,7.5,0
8591,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,2.0,11.0,54541.0,4.0,15.0,99.0,1.0,44.0,0.34,1.0,289.0,0.0,28.0,8.8,0.45517241379310347,0.7799999999999998,0,1.25,1.363525,0.0,1
527,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,3.0,11.0,72543.0,3.0,12.0,31.0,0.0,14.0,0.79,2.0,200.0,13.0,10.0,9.1,0.13930348258706468,0.3,1,1.0,2.4181,13.0,0
5805,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,46.0,1.0,1.0,145067.0,5.0,32.0,27.0,0.0,36.0,0.53,2.0,181.0,2.0,16.0,6.6,0.3956043956043956,0.81,0,16.0,2.90134,3.2,0
4099,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,1.0,3.0,38782.0,3.0,26.0,73.0,0.0,14.0,0.9,0.0,201.0,16.0,9.0,6.3,0.27722772277227725,0.47,0,6.5,1.2927333333333333,14.4,0
1018,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,53.0,1.0,11.0,58353.0,2.0,10.0,6.0,0.0,28.0,0.87,0.0,212.0,13.0,37.0,5.7,0.5258215962441315,0.56,1,0.8333333333333334,2.91765,48.1,0
2435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,2.0,6.0,125760.0,1.0,4.0,80.0,0.0,18.0,0.1,1.0,255.0,16.0,28.0,5.3,0.2109375,1.37,1,0.5714285714285714,12.576,44.800000000000004,0
4070,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,2.0,6.0,89694.0,5.0,33.0,67.0,0.0,40.0,0.93,0.0,220.0,16.0,35.0,2.6,0.7239819004524887,0.8099999999999999,1,4.714285714285714,1.79388,56.0,0
9640,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,1.0,4.0,39032.0,4.0,25.0,67.0,0.0,3.0,0.3,2.0,189.0,4.0,4.0,9.5,0.031578947368421054,0.75,0,5.0,0.9758,1.6,0
8144,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,4.0,114914.0,2.0,2.0,55.0,0.0,10.0,0.26,0.0,218.0,7.0,38.0,5.9,0.182648401826484,1.15,0,0.4,5.7457,26.599999999999998,0
493,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,1.0,1.0,123137.0,5.0,13.0,56.0,0.0,2.0,0.9,1.0,242.0,6.0,38.0,5.5,0.02469135802469136,0.55,0,6.5,2.46274,22.8,0
8890,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0,0.0,6.0,110027.0,4.0,19.0,91.0,0.0,29.0,0.82,0.0,259.0,16.0,27.0,8.0,0.4461538461538462,0.38000000000000006,1,2.7142857142857144,2.750675,43.2,0
582,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,6.0,46351.0,5.0,7.0,72.0,0.0,33.0,0.48,1.0,246.0,4.0,25.0,8.5,0.4008097165991903,0.67,1,1.0,0.92702,10.0,0
4445,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,2.0,5.0,128470.0,5.0,47.0,59.0,0.0,15.0,0.84,1.0,227.0,17.0,28.0,7.2,0.19736842105263158,0.44,0,7.833333333333333,2.5694,47.6,0
5663,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,1.0,137794.0,4.0,22.0,65.0,0.0,4.0,0.89,0.0,161.0,3.0,28.0,1.2,0.09876543209876543,0.9900000000000001,0,11.0,3.44485,8.4,0
4335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,0.0,5.0,71825.0,3.0,25.0,82.0,0.0,27.0,0.87,0.0,286.0,1.0,6.0,7.3,0.37630662020905925,0.4,0,4.166666666666667,2.3941666666666666,0.6000000000000001,0
1687,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,41.0,2.0,14.0,57526.0,3.0,27.0,6.0,0.0,19.0,0.8,1.0,282.0,1.0,19.0,3.9,0.20141342756183747,0.8099999999999999,1,1.8,1.9175333333333333,1.9000000000000001,0
7186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,2.0,7.0,36583.0,1.0,45.0,12.0,1.0,23.0,0.46,2.0,183.0,9.0,15.0,1.5,0.25,1.3900000000000001,0,5.625,3.6583,13.5,0
7175,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,1.0,0.0,36658.0,2.0,5.0,60.0,0.0,20.0,0.4,1.0,196.0,16.0,39.0,2.2,0.30456852791878175,1.38,0,5.0,1.8329,62.400000000000006,0
